"","X","Notes","Sex","Lang1","Bilingual","Lang2","Location","Experimenter","Enterer","AudioRecorded","Age","AgeGroup","InfinityInterviewDone","HCReceivedSupport","Task","TaskType","TaskItem","Accuracy","Response","SuccessorKnower","EndlessKnower","Category","LadlabID","Productivity","IHC","FHC","DCE","why_productive","suptimes.final","ProductivityStrict","delta.hc","Productivity.tertiary","ProductivityStrict.tertiary","AgeMonths","reminders.total","reminders.recovered","subID","InfinityKnower","NonKnower"
"2610",3728,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","B1","isbiggest","no",NA,"idk",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2611",3729,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","B2","endorforever","forever",NA,"idk",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2612",3730,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","B2","why","justification",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2613",3731,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","C1","canweaddtobignumber","yes",NA,"yes",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2614",3732,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","C1","why","justification",NA,"because you get older",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2615",3733,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","C2","canweadd1tox","yes",NA,"No",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2616",3734,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","C2","why","justification",NA,"idk",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2617",3735,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","C3","cankeepadding1","yes",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2618",3736,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","C3","why","justification",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2619",3737,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","C3","whatwouldhappen","justification",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2620",3738,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","D1","canyoucounttens","yes",NA,"yes",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2621",3739,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","D2","countingbytens","yes",NA,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2622",3740,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","D3","tenmorethanten","twenty",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2623",3741,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","D4","tentwenty","30,40,50..",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2624",3742,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","HC","spontaneous","raw",NA,"1-29,21,22,11",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2625",3743,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","HC","spontaneous","noerror",NA,"29",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2626",3744,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","HC","spontaneous","consecutive",NA,"29",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2627",3745,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","HC","supported","raw",NA,"[30],22",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2628",3746,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","HC","supported","noerror",NA,"29",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2629",3747,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","HC","spontaneous","IHC",NA,"29",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2630",3748,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","HC","spontaneous","decchangeerror",NA,"29",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2631",3749,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","HC","productivity","classification",NA,"nonprod",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2632",3750,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","HC","supported","times",NA,"1",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2633",3751,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","practice","1",1,"2",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2634",3752,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","practice","5",1,"6",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2635",3753,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","immediate","23",1,"24",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2636",3754,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","immediate","40",1,"41",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2637",3755,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","immediate","62",0,"six zero",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2638",3756,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","immediate","70",0,"80",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2639",3757,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","immediate","37",1,"38",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2640",3758,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","immediate","29",0,"twenty ten",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2641",3759,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","immediate","86",0,"89",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2642",3760,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","immediate","59",0,"56",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2643",3761,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","momentum","3",1,"4",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2644",3762,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","momentum","23",NA,NA,0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2645",3763,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","momentum","40",NA,NA,0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2646",3764,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","momentum","62",1,"63",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2647",3765,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","momentum","70",0,"78",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2648",3766,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","momentum","37",NA,NA,0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2649",3767,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","momentum","29",0,"80",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2650",3768,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","momentum","86",1,"87",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2651",3769,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","WCN","momentum","59",0,"fifty thirty",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2652",3770,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","A1","biggestnumber","none",NA,"50",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2653",3771,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","B1","isbiggest","no",NA,"yes",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2654",3772,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","B2","endorforever","forever",NA,"end",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2655",3773,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","B2","why","justification",NA,"because numbers go on for these many days",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2656",3774,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","C1","canweaddtobignumber","yes",NA,"no",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2657",3775,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","C1","why","justification",NA,"I can only add these strings",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2658",3776,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","C2","canweadd1tox","yes",NA,"no",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
"2659",3777,NA,"f","english","n",NA,"school","DA","JC","y",4.31,"4-4.5y","y","1","C2","why","justification",NA,"this how much number is, as tall as me",0,0,"A Non-knower","infinity-088","Nonproductive",29,29,29,"no improvement from dce",1,"Nonproductive",0,"Nonproductive","Nonproductive",51,NA,NA,"38","None or partial","No knowledge"
